"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08649,0.00539,0.01419,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae",0.01184,0.01371,0,0.04928,0.3506,0.09724,2.04264,0.09521,0.09253,0.07589,0.04136,0,0,0,0,0,0,0.0018,0,0,0.00026,0.01202,0.01813,0.01963,0.00117,0.00865,0,0,0,0,0,0,0,0.02036,0,0,0,0,0,0,0,0,0.1442,0.39339,0.28685,0.18153,0.2256,0.26771,0.09901,0.00354,0,0,0,0,0,0,0,0,0,0,0,0.00454,0.01394,0.02844,0.13684,0.00404,0.00282,0.18304,0.22122,0.20123,0.03983,0,0,0,5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866,0.00527,0.00766,0.00468,0,0,0,0,0,0,0,0.00238,0.00444,0.00819,0,0.01404,0.01211,0.12218,0.03667,0.04444,0.06654,0.0201,0,0,0,0.55561,0.96063,0.54462,0.3676,0.37295,0.36986,0.06427,0.14951,0.1161,0.04223,0.13638,0.10169,0.08568,0.2035,0,0.01125,0.05513,0.02685,0.05215,0.0835,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3057,1.24746,3.19166,2.58976,2.84359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20275,1.73512,0.72505,1.32839,2.6505,2.19927,0.64522,0.07772,0.04973,0.02895,0.05726,0.1165,0.00167,0.00355,0.02535,0.05494,0.00435,0,0.01757,0,0,0,0,0,0.26708,0.34058,0.17686,0.43958,0.09396,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",0.00888,0.01992,0.35858,0.93378,2.28811,0.65783,0,0,0,0,0,1.23862,1.61275,1.20995,1.19174,1.91425,2.46787,1.61267,1.34611,1.74197,1.18017,1.38398,1.28903,1.34865,0.83521,1.48809,0.77,0.87817,0.8835,0.01148,0.00246,0,0,0.00846,0,0,1.30284,1.96679,1.8827,2.0721,2.99518,0.00227,0,0,0,0,0,0,0,0.82557,0,0.92974,2.28534,1.07237,1.91527,4.1109,2.56598,1.07663,4.37665,0.14015,1.97715,1.4399,1.28289,2.6055,0,0.23715,0.19099,0,0,0,1.02136,0.92761,0.51523,0.37332,4.686,0.00067,1.20044,1.27448,2.8065,2.44359,0.76138,1.70656,0.04637,1.03242,0.30657,0.75164,1.03989,0.52308,0.44773,0.86012,1.61965,2.19714,0.32401,0.37912,0.09759,2.96436,2.06171,2.89358,2.887,0.28859,0.14302,0.34359,0.40882,0.16233,0.38252,0.297,0.39249,0.30845,2.38317,9.97939,0.54297,0,0,0,0,0,1.42469,0,0,0,0,0,0,0,0,0,0,0.32182,0.49341,0.67898,1.5182,0.24066,0.34506,0.52532,0,0.77033,0.98181,11.30331,3.9467,0.56929,0.83654,0.9519,3.30986,0.29937,0.24775,1.30556,1.5096,1.0468,1.32554,2.44544,1.56619,0.96479,0.51642,0.79801,2.05131,0.9441,0.88568,0.59523,0.86219,0.00136,0.99259,0.24858,0.06003,0.1721,0.31216,0.24982,0.43916,0.37224,0.36147,0.36087,0.33089,0,0,0,0,0,1.17501,1.74162,2.46968,2.56748,4.21999,2.22804,1.60083,2.97339,1.92067,2.59655,3.47487,4.55643,1.86596,4.8471,0,0,0,0.51111,1.63976,5.05948,2.9777,0,0,0,0,0,4.28956,2.50194,3.90821,10.77446,2.17675,2.36778,1.71621,1.55797,0.6883,2.27715,0.12028,4.29662,0,0,0,0,0,0.91726,0.65126,0.71114,1.02687,1.43668,0.89728
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_rhamnosivorans",0,0,0,0,0,0,0,0,0,0,0,0.00539,0.0052,0.00399,0.00691,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0.01943,0.00981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_494a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0.00094,0,0,0,0,0.18407,0.1132,0.06189,0.06698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola",0,0,0,0,0,0,0,0,0,0,0,0.07019,0.15698,0.18519,0.15895,0.09016,0.00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15724,0.12132,0.08755,0.15657,0.12688,0,0,0,0,0,0,0,0,0.00797,0,0,0.03958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05926,0.04055,0.00191,0.01899,0.00988,0.00533,0.00547,0.04903,0,0,0,0,0.80239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.00524,0.06431,0.00135,0.20536,0.09545,0.16023,0.08303,0.20099,0,0.09688,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0.00172,0.06937,0.12235,0.16709,0.19338,0.35782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13058,0.4573,0.37006,0.42686,0.00867,0.08913,0.14048,0,0.00057,0,0.16389,0.01933,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02312,0.1003,0.10394,0.03373,0.05874,0.01515,0.0018,0,0,0.00143,0,0.00072,0.06573,0.06718,0,0.08428,0.02461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0.03033,0.02892,0,0.01375,0.02951,0,0,0,0.00699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06863,0.06426,1.26374,0.05023,0.00116,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03736,0,0.0157,0.00933,0.03581,0.05779,0,0,0,0,0,0,0,0,0,0,0,0.03824,0.02124,0.03195,0.02138,0.05276,0.05158,0,0.37063,0,0,0,0,0,0,0,0,0.00452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293,0.43034,0,0.4637,0.15702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17877,0.0615,0.00245,0.08497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11122,0.27192,0.13167,0.10957,0.20163,0.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_argi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349,0.0027,0.00064,0,0.01117,0.0056,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris",0.01549,0.02818,0.25859,0.60679,0.07767,0.02922,0.10208,0.31017,0.25647,0.16899,0.23844,0.00899,0.02134,0.02284,0.03073,0.01321,0.0382,0,0,0.00037,0.00124,0.00769,0.00157,0.21218,0.04154,0.03413,0.04132,0.02955,0.00228,0.02114,0,0,0,0,0,0,0,0,0,0,0,0,2.50887,2.8388,0.88453,2.2815,3.69055,0.30834,0.19796,0.12006,0,0.15325,0.37812,0.52033,0.38278,0,0,0,0,0,0,0.15314,0.10914,0.20265,0,0.0867,0.09265,0,0,0,0.13093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23351,0,0.00015,0.00027,0,0,0,0,0,0,0,0,0,0,0.0151,0.02786,0.0335,0.01732,0.00291,0,0,0,0,0,0,15.74194,12.60645,6.02184,0,0,0,0,0,0,0,1.83111,0.86227,0.19449,0.10533,0.09181,0.10284,0.0841,0,0.09494,0.04232,0.02204,0,8e-04,0.00507,0,0,0,0,0,0,0,0,0,0,0,0.38081,0.63636,0.19683,0.06951,0.1718,0.34554,0.08395,0,0,0,0,0,0,0,0,0,0,0,0,0.21735,6.63141,15.82732,18.9414,4.02458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14846,0.92744,0.94143,0.39844,0.52199,7.84197,14.15244,0,0,0,0.11257,0.88919,0.43172,0.14454,0.11566,0.19491,0.07916,0.12983,0.30805,0,0,0,0,0,0.2803,5.65124,18.18603,12.11707,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875,0.00635,0,0.02145,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30249,3.01501,2.45263,2.09277,1.30014,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0.00208
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis",0,0,0,0,0,0,0,0.31708,0.29092,0.1998,0.57928,0.48503,0.74225,0.83731,0.62253,0.47163,0.57196,0.61911,0.82101,0.81804,0.91305,1.22939,1.19569,0.7294,0.75886,1.24618,1.23781,0.8137,0.55985,0.34996,0.00256,0,0,0.00742,0,0,0.61236,1.10904,0.44727,0.49363,0.48947,0,0.41882,0.31611,0.14016,0.3398,0.19408,0.08869,0,2.60641,0.15435,3.16187,3.14281,2.26801,1.75277,0.13787,0.37425,0.02403,0.08367,0,0.0354,0.08909,0.16152,0.08786,0,0.06183,0.09802,0,0,0,0.08768,0,0,0,0,0,1.11956,0.71906,0.89163,0.99337,0.73945,0.50547,0.06142,0.69597,0.10351,0.11093,0.25984,0.72496,0.59434,0.14468,0.4627,0.65171,0.58985,0.55926,0.39318,0.51649,0.75165,0.80753,1.33082,0.11891,0.15302,0.42631,0.33843,0.37996,0.30638,0.34909,1.34433,1.66361,3.20032,0.91728,1.85947,0,0,0,0,0,0.09633,0,0,0,0,0,0,0,0,0,0,0.05545,1.09338,1.79126,1.29924,0.27364,0.23712,0.07534,0,1.4515,0.60989,0.42618,5.23471,1.47993,0.95711,0.49915,0.63791,0.45285,0.41046,0.33642,0.19239,0.6995,0.23791,0.47242,0.02802,0.40126,2.17948,1.47071,1.69357,0.86587,0.58772,1.01889,1.52329,0.01772,0.17429,0.01063,0.56721,1.19007,0.50195,0.34321,0.49495,0.2559,0.57935,0.26092,0.15262,0,0,0,0,0,0.40057,0.53883,0.88571,1.00862,0.74404,0.68909,1.42583,1.07419,1.14839,1.55677,1.8544,1.77462,0.81542,0.18043,0,0,0,0,0,0,0,1.48542,3.34885,2.9737,2.55703,1.12128,0.99749,2.01788,1.04652,2.95276,2.18117,2.51821,0.74164,1.25766,1.108,1.56691,1.11455,1.17134,0,0,0,0,0,0.13782,0.16699,0.11972,0.25142,0.32067,0.2066
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22311,0.72363,0.5468,0.38853,0.23883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01092,0.01073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02274,0.02165,0.02837,0.11029,0.18864,0.5935,0.02933,0.08933,0.08066,0.13305,0.18419,0.15955,0.03153,0.52947,0.01786,0.01238,0.0072,0.01641,0.03849,0.00994,0.01004,0.00659,0.00584,0,0,0,0,0,0,0,0.04418,0.03056,0.05525,0.01828,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03231,0,0.0031,0.00302,0.03635,0,0.01875,0.01449,0.01172,0.09366,0.00538,0.00601,0,0,0.04003,0.07039,0.14573,0.13786,0.07164,0.04838,0.01244,0,0,0,0,0,0.00899,0.01042,0.01569,0.01416,0.0578,0.01576,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82258,1.28574,1.29314,1.61738,1.80786,2.0641
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii",0,0,0,0,0,0,0,0.03495,0.03966,0.00126,0.02766,0,0,0,0.00045,0,0.00462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29063,0.31126,0.46735,0.52002,0.55919,0.00356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3936,0,0,0.24949,0.10623,0.55172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76366,3.39445,0.32085,0.19867,0.11596,0.20257,3.09029,2.2698,1.74785,0,0,0,0,0,0,0.04055,0.00076,9e-04,0,0,0,0,0,0,0.04065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92615,13.32859,7.65368,7.25714,9.2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81652,3.9699,3.45243,4.91698,6.71408,16.95402,20.76351,0,1e-04,0,0,0,0.02607,0.04408,0.17741,0.27542,0.17592,0.02843,0,0,0,0,0,0,1.21234,0.37085,0.20822,2.98101,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hominis",0,0,0,0,0,0,0.0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01222,0.01621,0.01014,0,0.00497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.00818,0.10434,0.00987,0.01331,0,0,0,0,0,0,0,0,0,0,0,0.01003,0.01148,0.02815,0.02851,0.02227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3416,4.1203,2.21575,3.73519,2.46075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75642,0.96335,0.91777,0.16896,0.20883,0,0.05429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72729,1.14827,0.98086,0.85503,0,0,0,0,0,0,0
