"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae",0.06542,0.07374,0.018,0,0.05203,0.06003,0.12115,0,0,0,0,0,0,0,0,0,0,0.00468,0.00437,0.00387,0.00815,0.02403,0.00644,0.04793,0.09977,0.09909,0.09341,0.0856,0.09657,0.0112,0.00644,0,0,0.13113,0,0,0.00212,0.01763,0.00021,0.01187,0,0,0,0,0,0,0,0,0.04443,0.02102,0,0.04648,0.02169,0.0226,0.05713,0,0,0,0,0,0,0.0013,0.00075,0,0,0.00124,0,0,0.00205,0,0,0,0.0029,0.00446,0,0.16714,0,0.00222,0.00044,0,0.00037,0,0.02636,0.01982,0.01577,0.02701,0.04391,0.02416,0.06623,0.05221,0.05168,0.10099,0,0.07216,0.00931,0.07424,0.0422,0.02484,0.05564,0,0.00464,0.00591,0.00366,0.00012,0.00223,0.00121,0.02617,0.00492,0.00672,0,0.02409,0,0,0,0,0,0.05577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025,0.05549,0.18518,0,0.03445,0.019,0.05121,0.23491,0.01915,0.11493,0.08425,0,0.02859,0.01123,0.01568,0,0,0.29486,0.10335,0.3663,0.0098,0.00291,0.06851,0,0.04205,0.0473,0.1037,0.08297,0.02786,0.01677,0.0185,0.00355,0.00757,0.01108,0.00377,0,0,0,0,0,0,0.03903,0.02503,0.02833,0.02792,0.00936,0.03343,0.08028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0.01647,0,0.00253,0,0.0041,0.04161,0.08237,0.02065,0.15132,0,0.03017,0.04774,0.03234,0.01691,0,0.01687,0.04987,0.04479,0.05937,0.01414,0.0083
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae",0.39322,0.35177,1.05751,2.31224,0.47872,0.46177,0.25951,1.82463,1.31503,2.83454,1.02936,4.27667,3.86332,4.0378,4.22759,2.86881,0.84809,5.69528,5.47366,5.27054,2.82303,1.85786,2.36317,1.64844,3.40411,4.47262,3.54152,3.16992,6.13266,0.66307,0.67842,0,0.94107,1.19712,0.06255,2.22078,3.08875,2.74011,2.29346,3.61796,4.20842,7.9579,0.67796,0.72844,0.4999,0.26449,0.21066,0.36987,0.47227,1.00747,0,0.56776,0.76136,0.66626,1.93391,0.25002,0.71803,0.004,0.36126,0.02068,1.01359,3.19042,3.54204,1.81333,0.2659,1.64071,2.90762,0.97758,0.71344,0.96971,3.52312,2.04832,1.61437,1.88007,1.40356,0.5518,3.68179,1.68223,2.75092,3.71343,3.56587,3.7401,0.40304,0.69484,0.47036,0.79084,0.48405,1.42991,0.80844,1.36601,1.79786,1.18454,1.4175,2.12845,2.85786,0.92062,2.76839,3.89881,2.38172,2.17754,1.17456,1.5237,1.32072,1.93469,1.71292,2.43162,8.52212,4.48213,1.35487,1.95771,2.08777,0.32924,0.73437,0.54868,0.72633,1.43293,0.88544,0.13759,0.37291,0,1.12868,1.47527,0.67072,3.36484,0.85243,1.47132,0.68648,2.51874,1.3128,1.79438,1.77906,0.97574,1.38516,1.52671,1.67698,4.68972,5.38543,1.79948,2.57035,2.91994,3.69638,3.17824,0.50185,3.10122,1.49075,1.40532,0.96704,1.6639,1.5163,3.79008,1.56383,3.01469,3.60857,3.32456,3.1424,5.87666,5.57496,4.54271,5.39077,0.75621,1.39962,1.15153,1.05189,1.8691,1.45958,1.72789,3.52857,2.52833,1.65914,2.8313,3.26377,0.24737,1.2186,1.34628,2.82165,2.70599,2.54455,4.47722,2.19948,1.63964,5.3649,3.85279,1.44042,2.88737,1.9282,1.39905,2.42721,1.2702,1.99177,0.22068,8.41863,7.61935,7.63576,1.76063,2.10245,0.03974,0.05729,9.71683,6.07504,5.78605,6.20709,3.54367,5.93853,1.81993,0.69039,0.951,0.66254,0.36673,1.35248,3.66405,3.22401,4.12509,2.45682,3.32344,1.47524,1.14698,1.00084,1.02991,0.26276,4.65843,6.11929,4.32209,4.02629,3.98255,2.78721
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis",0.30688,0.18959,0.21181,0.00866,0.05915,0.04729,0.15869,0.00262,0,0.00449,0.00227,0,0,0,0.00079,0,0,0.02083,0.02323,0.02276,0.04545,0.04065,0.03854,0.00268,5e-05,0.00044,7e-05,0.00016,0.01181,0,0,0,0,0,0.00953,0.19009,0,0,0,0,0.00157,0,0.00495,0,0.03569,0.00994,0.00511,0.00317,0,0.00773,0,0.01239,0.0129,0.0104,0,0,0.00468,0.00993,0.01556,0.02572,0.00067,0.03474,0.06391,0.02068,0.00411,0.18422,0.00765,0,0,0,0.007,0.0071,0.01377,0.01548,0.08175,0.02214,6e-05,0.01831,0.01096,0,5e-04,5e-05,0.03077,0.04085,0,0.00073,0,0.00095,1e-04,0.00508,0.05725,0.12604,0.12401,0.11405,0.2047,0,0,0,0.00032,0.00781,0.00361,0.01883,0.0143,0.00434,0.00734,0.00444,0.00308,0.00489,0.01346,0.02131,0.01007,0.01808,0.02366,0.00557,0.09513,0.07086,0.00383,0,0,0.01578,4.28695,1.25545,0.3517,0.63318,0.01946,0.50341,0.06916,0.00623,0.00532,0.00863,0.00761,0.00672,0.00286,0.00381,0.02733,0,0.00713,0,0.00618,0.00386,0.00473,0.00046,0.00186,0.00015,0.00465,0,0.00017,0.0027,0,0.01047,0,0,0,0,0,0,0,0,0.00026,1.46899,0.00444,0,0,0.0242,0.00186,0.00038,0.01562,0,0.00157,0.00968,0.00619,0.03561,0.01163,0,0.00124,0,0,0,0,0,0,0,0,0.00267,0,0.00327,0.00343,0,0,0.00066,0,0,0,0,0,0,0.00267,0,0,0,0,0,0.1974,0.41408,1.08215,0.40091,0.80434,0.8128,0.286,0,0.01443,0,0.04925,0,0,0.00968,0,0.01034,0,0.00543,0.0686,0.22415,0.04962,0.00274,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified",1.93579,1.96204,2.45841,2.38081,2.16548,1.15599,3.65337,1.58663,1.99025,2.23319,3.00945,1.00025,1.10466,1.15732,1.1932,0.62405,0.16732,2.62473,2.65858,2.37524,2.4323,2.88644,3.12864,1.70578,1.85291,2.48549,2.60432,2.17618,3.59176,4.12245,4.08265,0,3.30325,3.62083,0,0,1.54891,1.02175,1.89585,1.98547,1.62201,0.00374,0.1544,0.04866,0.07213,0.13882,0.16415,0.0413,1.695,1.2847,0,2.31281,2.42573,4.22052,1.19507,0.2124,0.3289,0.00665,0.02101,0.00687,0.23547,2.12929,2.55298,1.36253,0.9961,1.40889,1.66264,0.77112,0.39234,4.62587,1.55864,0.56998,0.53301,0.28668,0.02841,1.49368,2.12439,2.2114,1.5265,1.82395,1.21507,1.28336,1.15824,1.59256,0.97905,1.00978,0.80967,1.36316,0.98378,1.54385,0.12958,0.19885,0.20972,0.13927,0.31741,2.58839,2.02351,1.56629,1.99093,0.1854,0.15896,0.56126,0.43481,0.764,0.74347,0.29249,1.37579,1.38072,1.00936,0.54544,1.78287,0.28169,0.5396,3.39827,2.83641,2.39498,1.93822,0,0,0,0.17133,0.24245,0.14155,2.25651,1.14813,2.8097,1.20073,2.5114,1.84531,0.95023,0.75734,0.79344,1.4012,0.24738,0,1.59158,2.66116,0.9535,1.36349,0.858,1.79956,1.9942,3.07259,0.90154,0.90613,1.10885,0.23775,0.98626,0.65556,1.01279,0.20269,0.85211,1.76479,1.15671,1.51165,1.592,1.2234,0.9156,0.9247,2.46477,2.29509,1.93709,0.84028,0.92811,0.91286,0.82392,1.48813,1.02435,1.00325,0.71287,1.15432,0,0,0,0,0,1.21,1.70877,1.58056,2.19707,1.4513,1.56112,1.35025,1.64103,0.73263,0.98605,0.99343,1.00591,0.81154,0.18172,0.08771,1.42457,1.47197,2.17904,1.98619,0.30651,0.61277,7.90058,4.44576,6.95317,2.93628,3.26589,0.07417,0.21428,0.51183,0.30234,0.13547,0.19039,0.69944,3.89659,2.20158,4.08033,0.8884,1.92761,3.38885,0.51012,1.02578,1.01878,0,1.95499,3.13115,4.84155,2.42949,2.86414,2.42771
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae",0.11009,0.06139,0.0654,0.29375,0.39209,0.10766,0.21895,0.60634,0.17097,1.45376,1.26699,0,0,0.00194,0.00034,0,0.00085,0.1596,0.06179,0.13398,0.12046,0.15556,0.15341,1.439,0.90236,0.92439,0.64115,0.87364,0.26849,0.02348,0.00364,0,0.0293,0.0032,0,0,0.59099,0.60532,0.74451,0.50778,0.91419,0,0,0,0,0,0,0,0.75196,0,0,0.0173,0.03445,0.10554,0.2143,0.16406,0,0,0,0,0,0.26344,0.26608,0.51578,0,0.18508,0.31771,0,0,0,0.31162,0.84355,0.81398,0.72403,0.15459,1.48548,2.64004,2.7238,3.26055,2.66921,2.48822,3.44531,0.28744,0.44713,0.61362,0.82017,0.75471,0.56744,1.22473,0.8824,0.77,0.95328,0.36685,0.73197,0.60012,0.25316,0.39812,0.25853,0.51242,2.35628,1.49012,2.65718,2.25355,2.29082,2.21548,1.68261,0.0186,0.0255,0.10003,0.08296,0.03981,0.87917,0.20615,0.08077,0.2994,0.62338,0.26482,0,0,0,0.00244,0.00385,0.00128,0.00571,0.00049,0.00905,0,0.36262,0.20053,0.31759,0.27809,0.2891,0.36138,0.50039,0,0.68931,0.41995,0.13636,2.25837,0.90611,1.11318,1.26059,2.57559,1.18094,2.53693,2.19145,1.75499,1.8101,3.05598,2.79556,1.57658,1.34416,0.47981,0.41571,0.71361,0.81058,0.80669,0.93428,0.39109,0.34246,0.76046,0.72727,1.13465,0.79276,1.9884,1.62778,5.94813,3.2496,1.39942,3.39139,5.35859,0,0.00608,0.01534,0.00292,0.00912,0.77181,0.97044,0.82206,0.88757,0.92937,1.54553,0.7967,1.69511,2.53051,2.46039,1.49913,2.78394,2.41848,0.47775,0.66859,0.24371,0.16247,0.06631,1.24727,0.39777,0.07611,0,0,0,0,0,0,0.0013,0.04062,0.05393,0.00201,0.00243,0.11892,0.5433,0.68917,0.61833,0.37075,0.52263,0.0138,0.0406,0.05687,0.09914,0,2.60364,2.79239,2.18288,0.13645,0.56146,0.62788
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae",14.1485,20.73778,23.85747,41.11965,15.6358,7.56289,14.70734,59.69487,59.23779,62.60468,65.7758,26.35933,32.10537,41.33999,41.65191,36.15838,37.06445,25.17187,23.77863,27.06235,26.11698,22.36449,21.23086,13.28428,14.80031,23.05835,17.50181,19.68358,13.55459,8.02432,6.46802,0,8.48283,6.26974,1.43657,4.55292,38.15804,40.62969,36.68032,36.95287,36.64119,2.82255,35.3999,25.94567,59.95692,43.0914,38.69498,28.92194,24.84831,23.31058,0.22986,20.03479,26.74905,22.71982,21.04524,31.70206,26.66822,23.335,31.32695,2.84366,18.85444,32.4215,36.34234,43.78503,62.49424,30.73086,35.67096,40.78067,43.81065,47.31492,37.3117,23.093,18.58578,25.92918,45.45116,17.02764,35.63249,21.45073,30.36666,35.61173,26.03193,38.0435,9.4742,20.21373,10.04733,14.73752,13.69261,15.18789,18.53362,21.00136,27.74861,23.57138,14.67432,24.62291,16.17292,12.11773,22.5938,24.38559,26.07745,26.94417,20.01709,22.01057,12.9542,18.55996,18.29444,17.98161,23.68338,29.96223,36.13422,49.49028,24.71369,42.73599,42.46846,28.09129,24.71097,19.71305,25.52598,31.02819,27.52419,12.49288,50.55931,68.85659,73.95535,70.56263,80.68512,74.7657,71.87115,42.82402,41.10387,55.91877,45.85136,34.84527,44.40858,29.43152,0.03249,25.10606,25.75734,43.42246,53.94681,31.78076,30.95919,24.37663,20.18898,24.29852,14.976,22.38103,22.77323,39.06947,24.5833,25.15219,10.64759,31.05564,32.61965,38.83097,46.13719,38.19352,32.91794,27.55867,48.89216,10.98489,18.8935,12.37011,8.32216,11.69907,32.40928,32.32044,32.28121,23.76996,26.89336,24.87015,34.09745,68.26217,65.00945,59.76591,63.02476,58.18157,20.93074,23.33204,24.45941,22.99894,27.49701,21.27875,24.17111,37.14212,36.37195,40.1192,45.17577,59.64399,36.08795,36.37003,47.5148,48.74282,41.184,43.45958,55.16333,62.12988,71.61949,41.12395,55.92825,37.84453,47.46212,21.92241,32.59181,29.35719,34.65368,43.04007,33.92419,43.5063,43.43527,26.26233,15.77497,23.85979,14.75243,19.00358,33.31445,26.85194,35.44693,44.37461,8.3248,24.14442,19.54093,18.69201,22.72721,35.3493,32.17142
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae",1.03981,1.0964,2.63062,0.06076,4.92243,1.77972,2.03561,0.16212,0.06478,0,0.01447,0.28661,0.40742,0.47964,0.44755,0.2242,0,0.91987,0.55245,0.84989,0.54217,0.04822,0.17403,0.25944,0.6454,0.4548,1.31682,0.80582,1.28992,4.63822,7.33336,0,4.50524,0.93487,0,0,0.61844,0.82638,0.27932,1.02772,0.29078,0,0,0,0,0,0,0,0.91829,1.27363,0.19064,0.89155,1.58092,1.50632,1.94535,0,0,0,0,0,0,0.84936,0.85576,0.82711,0,0.90375,0.79621,0,0.00407,0.00762,0.9756,0.17623,0.16305,0.05622,0.00227,0.04913,0.29881,1.38755,0.18951,0.64859,1.18745,1.01037,0.19396,0.59012,0.15537,0.201,0.72049,0.31319,0.19184,0.64698,1.46298,1.38656,2.30893,2.52719,2.28919,0.14363,0.36827,0.36292,0.04001,0.14241,0.29978,0.91578,1.31516,0.74317,0.69389,0.57905,0.13932,0.07776,0.11908,0.02816,0.03964,0.07733,0.007,0,0.2044,1.44999,1.36804,0,0,0,0.08925,0.07552,0.00121,0.04944,0.00168,0.05758,0.12243,0.14743,0.31297,0.10863,0.13811,0.72546,0.15434,0.25591,0,0.89073,2.29255,2.72306,0.00592,3.44083,3.49748,0.95269,0.19901,0.84432,0.32275,2.88299,0.18482,1.14676,0.28996,2.32246,0.0051,0.20537,0.37268,0.16534,0.1702,0.06764,0.07929,0.11486,0,2.00949,0.57057,0.87271,2.14467,0.49257,0.98629,0.96785,1.00584,0.7221,1.19493,0.82783,0.08635,0,0,0,0,0,1.0336,0.90992,0.62373,0.41137,1.17885,0.99068,1.0337,0.11634,0.25285,0.14832,0.11851,0.11149,0.70403,0.00354,0,0.00411,0.08436,0,0,0,0,0,0,0,0.15487,1.48721,0.15485,1.05846,1.04468,0.75224,0.19851,0.2765,0.67235,0.13645,0.27688,0.27897,0.55842,0.00871,3.0315,0.86767,1.54161,3.45949,0.01942,1.26393,1.65578,1.58085,0.86958,0.96365,0.68463
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188,0,0,0,0,0,0,0,0.02597,0,0.03167,0.01957,0.00825,0,0,0,0,0,0,0,0,0.07102,0,0.02225,0.04372,0.01224,0.03561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0.00056,0.00754,0,0.00375,0.25592,0.40959,0.02579,1.2541,0.39665,0,0,0,0,0.02361,0.04206,0.03075,0.00849,0.02249,0.03842,0.018,0,0,0,0,0,0,0,0,0.64303,4.05426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258,0,0.06094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01213,0.03825,0.00026,0.0031,0.00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682,0,0,0,0,0,0,0,0,0,0,0.24773,0.18901,0.07185,0.1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae",0.02479,0.05018,0.02142,0,0,0,0,0.06429,0.00445,0.17073,0.05453,0,0.01361,0,0,0,0.02,0.03184,0.01983,0.03324,0.04555,0.04431,0.02692,0.33965,0.08514,0.08373,0.18276,0.13628,0.31003,0.01493,0.04412,0,0.00555,0.13431,0.00118,0.04756,0.00036,0,0.0094,0,0,0.16063,0.05175,0.03976,0.01438,0.02644,0.00343,0.05381,0.03538,0.45945,0,0.51574,0.12725,0.37038,0.3009,0.00053,0.96266,0.37497,1.37756,0.01645,0.75323,0.22751,0.08647,0.06074,0.214,0.01056,0.04072,0.47127,0.39137,0.23013,0.1156,0.58902,0.74073,0.31441,0.22216,1.13808,0.08046,0.0449,0.02751,0.0126,0,0,0.50738,0.48068,0.09734,0.19757,0.07523,0.14129,0.29102,0.03121,0.28305,0.36783,0.16432,0.3776,0.21622,0.60142,0.63067,0.16346,0.39855,0.77294,0.46756,0.15035,0.02768,0.04741,0.03486,0.05243,0.10299,0.19382,0.02405,1.2299,0.00392,0.77346,1.68271,0.64096,1.03345,1.5375,0.47872,0.85749,0.55706,0.35243,2.25227,1.38705,0.91495,1.67965,1.82003,1.78259,0.51377,0.40928,0.57101,0.08878,0.36489,0.70536,0.52596,0.26538,0.19166,0.00536,0.06916,0.00828,0.07495,0.05511,0.0058,0.08017,0.80005,0,0.6385,0,0,0,0,0.40862,0,0,0.01964,0,0.18617,0,0,0.00212,0.34672,0.20161,0.24575,0.44036,0.59484,0.08801,0.83553,0.40812,0.38615,0.30044,0.19932,0.19958,0.43852,0,0,0.17377,0,0.07103,0.07981,0.03949,0.06705,0.00141,0.02056,0.08267,0.00793,0.17146,0.02539,0.09469,0.04793,0.2393,0.02553,0.02358,0.34033,0.23291,0.22205,0.42415,0.31068,0.00206,0.15375,0.76973,0.45975,0.11339,0.07387,0.0511,0,0,0,0,0.12401,0.01132,0,0.04762,0.00439,0.07855,0.01382,0.29437,0.16214,0.76104,0.2484,0.18281,0.02202,0.04597,0.00412,0.01676,0.04914,0.27045,0.00286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae",18.85757,18.26607,18.0895,10.41194,17.65711,4.39075,4.5706,21.51285,12.44688,12.40396,10.94695,32.12006,25.79529,22.80366,21.29945,25.40558,20.15013,30.51797,30.6546,32.16096,33.95277,31.16254,27.6041,21.00131,31.52085,28.37947,26.01296,30.65081,16.83569,27.78857,16.12438,3.03523,21.57737,23.25466,0.00186,0.01183,24.321,33.01523,20.21439,24.63749,18.99686,0.06873,3.00514,3.93887,2.7719,4.06533,1.27562,1.85915,14.64388,20.65828,11.53651,23.62962,15.34771,18.31784,14.39034,7.28722,4.04939,0.24119,1.76734,0.13835,1.25986,16.62725,10.52133,7.97142,7.37181,12.91056,13.62258,27.51589,27.13203,28.72084,9.34741,17.571,18.12153,9.14708,1.74201,18.36956,17.6996,18.15091,17.51755,8.08081,16.63098,17.58973,32.28456,32.70779,30.98453,26.72224,28.67218,26.68387,24.69046,30.08288,22.18503,29.41611,27.28134,22.17917,19.90941,26.50312,27.70247,25.31648,22.74073,11.52033,11.48633,25.83001,24.7027,22.18367,29.82286,26.26992,22.75485,18.20535,13.36423,5.9408,28.78306,6.9799,12.59501,15.51642,20.62429,16.16436,12.77918,0,0,0,0.56709,0.46199,0.42151,0.35193,0.75731,0.73637,0.3006,9.88882,10.25148,15.04107,16.03343,16.60499,14.73228,15.76789,0,16.88102,22.92792,14.23781,1.65881,12.50183,14.44036,13.51001,21.7167,19.52801,21.36737,18.72263,7.77326,17.9304,6.16718,13.59621,2.5332,7.99394,6.69987,6.75324,3.28505,2.77711,3.04426,1.60749,1.16514,16.03414,13.76568,12.83382,19.61683,8.73998,21.62875,23.31214,9.63103,12.59701,13.60708,4.66818,2.69816,0,0.02037,0.04124,0,0,24.12896,25.21517,25.11222,20.89663,20.10639,25.30901,26.71186,17.54143,16.53886,9.44096,13.53697,6.79533,10.89514,2.01663,8.55203,10.06444,14.24417,6.14825,5.80764,1.01981,1.70139,5.57488,5.77023,14.44662,8.41992,6.11087,28.0417,22.62561,21.20787,9.22188,37.29698,32.20741,28.28851,38.25807,32.48419,28.61776,23.38751,32.8062,1.29673,2.40495,24.00064,7.4913,11.01231,12.26737,13.29269,15.58591,15.5635,15.60276,14.11805
