"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08649,0.00539,0.01419,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum",0,0,0,0,0,0,0,0,0,0,0,0.07019,0.15698,0.18519,0.15895,0.09016,0.00423,0.02312,0.1003,0.10394,0.03373,0.05874,0.01515,0.0018,0,0,0.00143,0,0.00072,0.06573,0.06718,0,0.08428,0.02461,0,0,0.15724,0.12132,0.08755,0.15657,0.12688,0,0,0,0,0,0,0,0,0.00797,0,0,0.03958,0,0,0,0,0,0,0,0,0.01571,0.03033,0.02892,0,0.01375,0.02951,0,0,0,0.00699,0,0,0,0,0,0,0,0,0,0,0,0.05926,0.04055,0.00191,0.01899,0.00988,0.00533,0.00547,0.04903,0,0,0,0,0.80239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06863,0.06426,1.26374,0.05023,0.00116,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03736,0,0.0157,0.00933,0.03581,0.05779,0.0243,0.00524,0.06431,0.00135,0.20536,0.09545,0.16023,0.08303,0.20099,0,0.09688,0.03824,0.02124,0.03195,0.02138,0.05276,0.05158,0,0.37063,0,0,0,0,0.00025,0.00172,0.06937,0.12235,0.17162,0.19338,0.35782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03692,0.13058,0.4573,0.37006,0.42686,0.00867,0.08913,0.14048,0,0.00057,0,0.16389,0.01933,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Bariatricus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293,0.43034,0,0.4637,0.15702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17877,0.0615,0.00245,0.08497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11122,0.27192,0.13167,0.10957,0.20163,0.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia",2.51044,3.50714,3.04554,23.4596,2.23132,1.02216,2.88582,13.7577,15.20661,16.09486,13.91019,6.28024,7.22119,9.54406,8.86689,8.68587,18.59356,4.41573,4.96716,6.19803,3.92614,3.5481,3.57768,3.55847,5.20322,8.44609,6.19597,6.25225,4.78895,0.72468,0.03001,0,0,0.32844,0,0,11.20124,21.08121,11.59529,13.08932,9.79649,0.13441,9.58307,8.61106,17.35195,17.05677,12.94903,6.70404,6.9603,5.12304,0.15435,5.37402,6.62699,5.45672,6.28834,12.18029,10.43617,16.87424,19.05519,1.74775,8.90649,6.33382,9.57689,16.73561,22.62338,11.80388,9.70254,2.23659,1.38202,4.24624,10.33317,4.40388,2.88034,3.46828,13.03284,0.95546,6.9579,6.52485,7.1498,11.28619,7.56003,8.38757,1.20055,4.73809,1.94674,2.71126,3.66987,3.25973,3.72637,3.39998,5.99368,5.65945,7.30721,4.80035,2.00163,2.69046,3.58507,4.54407,6.13339,2.90291,1.94571,5.99248,2.79514,2.73309,3.46062,2.24715,8.66861,12.85016,15.34103,7.60818,6.733,7.41663,16.72337,6.4693,2.36765,1.70566,7.76982,18.94485,14.87677,7.76968,7.45107,12.44854,13.07798,7.29841,13.66867,24.6723,23.49448,4.40888,6.12144,7.53632,7.61458,6.09261,5.18482,6.54375,0,9.65396,12.61039,14.23402,18.09212,14.23653,10.22845,2.6665,1.44745,3.09448,1.1225,6.30459,7.17507,8.41513,8.82333,7.56206,3.71143,6.74882,6.57403,8.18248,9.55429,6.70174,4.65701,5.33042,10.64353,0.30151,3.48851,1.7572,1.23736,3.58243,5.0385,4.63339,8.51666,4.7573,4.29058,4.32436,6.45368,17.4851,24.66708,26.99558,30.53508,16.62573,4.90848,5.59488,6.50307,6.30169,7.1477,4.93003,4.26476,7.45314,5.49899,9.67448,12.4485,17.42858,7.40554,5.65055,16.12236,14.51711,9.27633,18.21483,17.51866,25.29531,35.00322,6.73069,10.08617,6.19542,14.4648,9.65855,13.32507,10.36002,10.16615,12.06704,15.41451,11.82848,9.38358,8.2779,6.79273,7.34887,4.19543,5.30253,3.56394,7.71308,20.98256,19.31962,1.02764,5.97777,4.42638,5.29741,6.48228,7.32554,6.54146
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0.00717,0,0,0,0.00539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128,0.02363,0.02904,0.00136,0.00225,0.00299,0.01077,0.01193,0.0154,0.01917,0.02604,0.01199,0.01315,0.00742,0.01689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0.00634,0.0148,0.00768,0.00606,0.02116,0.01144,0,0,0,0,0,0,0.00035,0.00093,0.00224,0,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0.00156,0.00037,0.00145,0.00049,0.00106,0,0,0,0,0,0,0,0,0,0,0.00161,0.00464,0.00423,0.0032,0.00081,0.00088
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus",0,0,0,0,0,0,0,3.89695,3.0367,3.76707,2.97486,0.14593,0.20869,0.25308,0.20609,0.24261,0.19129,0.00229,0.00765,0.01109,0.01197,0.08938,0.0572,0.35864,0.5161,0.38201,0.7668,0.84391,0.82644,0.05989,0,0,0,0.10013,0,0,0.7407,0.90047,0.60873,0.58228,0.69412,0.00435,0,0,0,0,0,0.01071,0.03915,0.27016,0,0.16279,0.08599,0.11159,0.04358,0.06597,0.07194,0,0.07491,0,0.12925,0,0,0,0,0,0,0,0,0,0,1.09169,0.54856,1.11919,0.00639,0.02342,2.14954,1.28822,0.64075,0.92902,0.71902,1.10129,2.01514,1.1024,1.26681,1.69567,1.40451,1.55645,1.0898,3.01383,0,0,0,0,0,1.016,1.05479,0.62914,1.82303,0.93267,2.4473,1.301,0.98604,4.0904,2.76694,3.47395,3.99197,4.71765,2.10916,0.16454,1.45819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25332,0.09693,0.23038,1.319,0.3533,1.00608,0.81056,0.4612,0.75969,2.86506,0.65755,0.5024,0.7997,0.40605,0.5657,0.22241,0.5551,0.67872,0.86124,0.7447,0.54942,0.52087,0.3063,0.89358,0.17724,1.21755,0.40938,0.53791,0.37084,3.85736,5.27163,2.10519,2.36583,2.04357,0.67276,0.57695,0,0,0,0,0,0.40263,0.42794,0.47619,0.46575,0.51276,0.44507,0.49836,0.60677,0.83312,0.90874,0.87879,0.69754,0.53077,0.65031,0,0,0,0,0,0,0,0,0,0,5.20584,0.48314,1.05554,1.27825,1.51649,1.3376,0.67708,0.9121,0.8198,0.4767,0.36579,0.46161,0.28153,0.58612,0,0,0,0,0,2.67312,2.27719,1.66862,3.40951,3.84686,0.70238
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cuneatibacter",0.07449,0.06235,0.0941,0.03057,0.04187,0.00418,0.06586,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0.00096,0,0,0,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528,0.00351,0,0,0.00529,0.00148,0,0,0,0.00125,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,5e-04,0.00065,0.00067,0.00383,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241,0.16766,0.05556,0.03602,0.07521,0.0108,0,0,0,0,0,0,0,0,0,0,0,0.00668,0.0015,0.00275,0.00072,0.00193,0.01247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0.00283,0.01059,0.00067,0,0,0.01183,0,0,0,0.00119,0,0,0,0,0,0,0,0.00429,0.00453,0,5e-04,0.00856
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea",0,0,0,0,0,0,0,0,1.8227,3.60944,1.87713,0.11151,0.11772,0.14358,0.13524,0.26202,0.68619,1.52959,1.34656,1.23208,1.60046,2.43258,2.04072,0.09755,0.21413,0.64065,0.71617,0.62975,0.43917,0.04658,0.00075,0,0.07009,0.01189,0,0,1.84225,1.90926,1.33057,1.74233,1.91244,0.02728,0,0,0,0,0,0,0,1.20649,0,1.30009,2.2314,2.92462,1.78411,1.83993,1.56258,2.41759,3.76681,0.77645,0.67354,2.08008,2.12187,2.67319,1.67919,1.77758,2.01195,0.60427,0.28483,0.90039,1.80888,0,0,0,0,0,1.95223,3.38243,1.47959,2.23403,1.81237,2.51293,0.63299,1.85499,0.96534,1.37367,1.26242,1.06711,1.97406,1.91122,1.16305,1.57371,0.48828,2.00398,1.34429,1.0738,1.22686,0.85839,2.35217,2.31888,1.30576,2.14882,2.0063,1.36569,2.33867,1.84175,0.65308,0.91229,1.98086,2.08798,1.04513,0,0,0,0,0,0.38056,0,0,0,0,0,0,0,0,0,0,0.00872,1.37464,1.63497,1.82431,3.35894,2.08599,2.36278,0,0.26003,0.16731,0.30131,1.23008,0.51547,0.8176,0.88573,1.02027,0.53239,0.64807,2.86913,2.05442,2.67504,2.06738,4.47461,2.53073,2.33354,3.08451,2.04525,2.38327,2.18298,3.27939,1.83957,2.80922,0.16854,0.65623,0.36811,0.29946,0.862,4.06709,3.0414,4.91623,2.32055,1.95535,2.5435,4.15703,0,0,0,0,0,0.56462,0.66452,0.85473,1.00045,1.22912,0.94005,1.31564,2.09739,2.70948,3.36667,2.83064,6.18478,2.87865,6.53293,0,0,0,0,0,0,0,0,0,0,0,0,0.06327,0.12574,0.1196,0.15172,0.05201,0.65412,1.19201,1.9695,0.58677,2.00575,0.60644,1.54271,0,0,0,0,0,0.64461,0.4853,0.4433,0.29979,0.93037,0.79195
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella",0.31211,0.14866,0.33552,0.18177,0.17638,0.66853,0.1856,0.14388,0,0,0,0,0,0.00044,0.00407,0,0,0.04268,0.0306,0.02996,0.04001,0.06176,0.06072,1.62328,0.02853,0.02589,0.09819,0.04577,0.03134,0.03845,0.12232,0,0.34897,0.32516,0,0,8e-05,0,0,0,0.00133,0,0.51585,0.90311,0.24062,0.18848,0.05294,0.03282,2.29646,0,0,0,0,0.09851,0.07115,0,0,0,0,0,0,0.22812,0.22588,0.12735,0,0.16443,0.0932,0,0,0,0.22096,0.18719,0.24894,0.06317,0.00194,0.45343,0.00076,0,0,0.00199,0,0.00039,0.16745,0.01727,0.00023,0.02855,0.00948,0.01328,0.03786,0.02924,0.13036,0.17221,0.45583,0.28557,0.06384,0.01734,0.00244,0,0,0,0,0,0,0,0,0,0.00827,0.00131,0.0031,0,0.00357,0,0,0,0,0.21144,0.53133,0,0,0,0.83502,0.58642,0.99487,4.48034,1.32393,2.74535,1.12659,0,0,0,0,0,0,0,0,0.06336,0.41483,0.09986,0.00581,1.29549,0.02357,0.00642,0.04023,0.01605,0.00637,0,0,0,0,0,0,0,0.03404,0.00163,0.00784,0.00388,0.01464,0.0122,0,0.34697,0.06728,0.11103,0.00025,0.0025,0,0,0,0,0.00184,0,0,0,0,0,0,0,0.00198,0.00229,0.00604,0.09056,0,0,0,0.00133,0.0012,0.00223,0.05632,0,0.00907,0,0.15907,0.33625,0.26333,0.14542,0,0.00188,0,0.43589,0.26467,0.28964,0.04543,0,0.00281,0.06748,0.17582,0.05286,0.00618,0,0.00387,0.00681,0.01527,0.00636,0.0566,0.03118,0,0,0.02195,0.2375,0,0.00068,0.00564,0.01064,0.00112,0,0.00093
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster",1.15616,1.44008,2.77971,2.16801,1.19932,0.33566,0.85051,0.22695,0.16137,0,0.10128,0.09715,0.12975,0.15277,0.11596,0.03963,0.02842,0.07143,0.08267,0.09569,0.10901,0.08299,0.09829,0.29538,0.23277,0.25906,0.2321,0.08263,0.01382,0.14054,0.60654,0,0.69862,0.41847,0.03861,0.2631,0.00244,0.01415,0.00513,0.00652,0.00398,0.02488,7.13788,5.39148,2.78538,1.91184,7.64212,3.01253,2.35052,0.93256,0,1.2407,1.33821,0.69821,0.91148,0.01336,0.01889,0,0.00069,0.03721,0.12474,0.3603,0.29709,0.35037,6.2899,0.764,0.4097,0.5845,0.53251,1.53149,0.39674,1.82732,1.96797,3.00578,6.40059,4.51692,0.00279,0.01406,0.00243,0.02143,0.00769,0.01798,0.11167,0.0684,0,0.00329,0.00695,0.00386,0.00287,0.0129,0.13128,0.18151,0.51701,0.27136,0.21729,0.07477,0.03615,0.02554,0.01947,0,0,0,0,0,0,0.00043,0.12793,0.10832,0.40289,0.35917,0.54476,20.64673,7.35662,6.27494,3.44449,2.51223,1.76953,1.07859,0.98125,0.84966,18.84628,12.80885,4.89078,3.95225,1.44357,5.05731,3.57198,0.53299,0.9891,0.68908,0.33492,0.53345,0.22861,0.29034,0,0.44581,1.2778,0.37002,1.17517,0.60532,0.15845,0.02281,0.02362,0.45932,0.01306,0,0,0.0106,0,0.04787,0,0.00862,0.24989,0.19822,0.11996,0.0707,0.14708,0.27602,0.91813,0.1456,0.22757,0.09265,0.01601,0.28305,0,0.00092,0.00574,0.00147,0.00549,0.00883,0.01877,3.23145,8.29647,8.92726,8.14861,10.07926,0.00065,0,0,0,0,0.00186,0,0.068,0.128,0.16349,0.11779,0.13358,0.26491,0.1543,4.53632,6.19642,5.61278,4.20791,8.8582,1.71787,18.57145,2.01243,2.76035,2.01242,2.06836,2.69199,0.20127,0.27365,1.08853,0.93379,0.03781,0.05967,0.10289,0.01034,0.02944,0.02572,0.08699,0.00702,1.73647,1.14837,1.19166,6.53171,1.29435,0.02205,0.04283,0.06589,0.03057,0.01006,0.03118
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Extibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404,0.01808,0,0.00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena",0.06178,0.07275,0.04118,0.01297,0.04599,0.0921,0.14714,0.9993,2.91331,1.75901,1.93992,0,0,0.00077,0.00101,0,0,1.00025,1.24825,1.25662,0.80114,0.93182,0.58461,0.16683,0.12188,0.05175,0.01808,0.01311,0.1891,0.05753,0.09873,0,0.06627,0.07922,0,0,0,0.00393,0,0.00215,0,0,0.02413,0.02466,0.01836,0.01088,0,0.01024,0.02498,0,0,0,0,0,0.00155,3.2127,1.69846,0,0.19177,0,0,0.00575,0.01364,0.02865,0,0.03616,0.00448,0.21221,0.12234,0.09367,0.01718,0.07397,0.06847,0.04699,0.01369,0.09008,0.41804,0.51968,0.44784,0.62494,0.51729,0.75174,0.02734,0.29297,0.0058,0.01515,0.01364,0.05329,0.05831,0.01968,0.01066,0.0242,0.22583,0.02086,0.01469,0.04202,0.11241,0.37977,0.3859,0.18678,0.1371,0.30627,0.37315,0.42866,0.6396,0.35935,0.53145,0.5344,1.74505,1.41402,0.78026,0,0,0,0.02888,0.04979,0.02647,0,0,0,4.78052,11.38445,10.3652,7.28772,1.04072,2.59104,1.8837,0.01966,0.03504,0.02015,0.0227,0.0214,0.02036,0.03637,0,0.00629,0.03006,0.00809,1.77095,0.01625,0.27797,0.0367,0.04657,0.01705,0.03115,1.02586,0.58228,0.58274,0.64721,0.50082,0.11413,0.76171,0.02367,0.00239,0.00397,0.00268,0.01405,0.01429,4e-05,0.0306,0.03907,0.05527,0.03819,0.00682,0.60172,0.69401,1.04345,0.52371,0.34073,0.31892,0.36628,0,0,0,0,0,0.07666,0.04874,0.0294,0.04785,0.27769,0.26311,0.07841,0.00815,0.01462,0.01625,0.00954,0.00105,0.01805,0,0.01916,0.01534,0.01326,0.00303,0,0,0,0.00058,0.00083,0,0.00228,0.00471,0,0.01294,0.01406,0.00686,0.00054,0,0.01151,0,0.09156,0,0.01654,0,0,0,0,0.02763,0,0.89549,1.53982,1.89466,0.77219,0.74193,0.35345
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas",0.22034,0.32228,0.11212,0.36053,0.0596,0.09552,0.26391,0.237,0.61989,0.05769,0.37384,0.00936,0.01613,0.01828,0.02901,0.02534,0.02416,0.0337,0.08799,0.10033,0.25585,0.32363,0.76364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13094,1.28145,6.45831,5.90968,1.58693,1.2887,1.04573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29482,0,0,0.36383,0.47023,0.37305,0,0,0,0,0,0,0,0,0,0,0,0,1.45618,3.02589,0,0,0,0,0,0,0,0,0,0,0.11383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093,0.00667,2.95596,3.56778,1.66565,15.18483,14.46539,22.53305,18.20632,16.7221,8.28129,11.19987,0.49186,0.2138,0.11293,0.09249,0.47656,0.0157,0.07053,0,0.34263,0.01115,0,0.53333,0,0.33666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43591,4.57822,1.03451,2.33755,1.16861,0,0,0,0,0,0,0,0.03967,0.13045,0.67629,0.1485,0.79949,1.05851,1.05126,1.84698,0.93262,0.94882,0.28634,0.41586,1.73589,6.52569,1.29591,0.69985,0.6419,0.37561,0.04633,0,0.00517,0.015,0.00072,0.00089,0.0265,0.04276,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0
