"","GO-Pt1-Baseline","GO-Pt1-C1D1","GO-Pt1-C1D3","GO-Pt1-C1D7","GO-Pt1-C2D1","GO-Pt1-C3D1","GO-Pt1-Final","GO-Pt11-Baseline","GO-Pt11-C1D3","GO-Pt11-C1D7","GO-Pt11-C2D1","GO-Pt12-Baseline","GO-Pt12-C1D1","GO-Pt12-C1D3","GO-Pt12-C1D7","GO-Pt12-C2D1","GO-Pt12-C3D1","GO-Pt13-Baseline","GO-Pt13-C1D1","GO-Pt13-C1D3","GO-Pt13-C1D7","GO-Pt13-C2D1","GO-Pt13-C3D1","GO-Pt14-Baseline","GO-Pt14-C1D1","GO-Pt14-C1D3","GO-Pt14-C2D1","GO-Pt14-C3D1","GO-Pt14-Final","GO-Pt15-Baseline","GO-Pt15-C1D1","GO-Pt15-C1D3","GO-Pt15-C1D7","GO-Pt15-C2D1","GO-Pt17-Baseline","GO-Pt17-C1D1","GO-Pt17-C1D7","GO-Pt17-C2D1","GO-Pt17-C3D1","GO-Pt17-Final","GO-Pt18-Baseline","GO-Pt18-C1D1","GO-Pt18-C1D3","GO-Pt18-C1D7","GO-Pt18-C2D1","GO-Pt18-C3D1","GO-Pt19-Baseline","GO-Pt19-C1D3","GO-Pt19-C1D7","GO-Pt19-C2D1","GO-Pt19-C3D1","GO-Pt2-Baseline","GO-Pt2-C1D1","GO-Pt2-C1D3","GO-Pt2-C1D7","GO-Pt2-C2D1","GO-Pt2-C3D1","GO-Pt20-Baseline","GO-Pt20-C1D1","GO-Pt20-C1D3","GO-Pt20-C1D7","GO-Pt20-C2D1","GO-Pt20-C3D1","GO-Pt21-Baseline","GO-Pt21-C1D1","GO-Pt21-C1D3","GO-Pt21-C1D7","GO-Pt22-Baseline","GO-Pt22-C1D1","GO-Pt22-C1D3","GO-Pt22-C1D7","GO-Pt22-C2D1","GO-Pt23-Baseline","GO-Pt23-C1D1","GO-Pt23-C1D3","GO-Pt23-C1D7","GO-Pt23-C2D1","GO-Pt23-C3D1","GO-Pt24-Baseline","GO-Pt24-C1D1","GO-Pt25-Baseline","GO-Pt25-C1D1","GO-Pt25-C1D3","GO-Pt25-C2D1","GO-Pt25-C3D1","GO-Pt25-Final","GO-Pt29-Baseline","GO-Pt29-C1D1","GO-Pt29-C1D3","GO-Pt29-C2D1","GO-Pt29-C3D1","GO-Pt30-Baseline","GO-Pt30-C1D1","GO-Pt30-C1D3","GO-Pt30-C3D1","GO-Pt31-Baseline","GO-Pt31-C1D1","GO-Pt31-C1D3","GO-Pt31-C1D7","GO-Pt31-C2D1","GO-Pt31-C3D1","GO-Pt31-Final","GO-Pt32-Baseline","GO-Pt32-C1D1","GO-Pt32-C1D3","GO-Pt32-C1D7","GO-Pt32-C2D1","GO-Pt33-Baseline","GO-Pt33-C1D1","GO-Pt33-C1D3","GO-Pt33-C1D7","GO-Pt33-C2D1","GO-Pt33-Final","GO-Pt34-Baseline","GO-Pt34-C1D1","GO-Pt34-C1D3","GO-Pt35-Baseline","GO-Pt35-C1D1","GO-Pt35-C1D3","GO-Pt35-C1D7","GO-Pt35-C2D1","GO-Pt35-C3D1","GO-Pt35-Final","GO-Pt38-Baseline","GO-Pt38-C1D1","GO-Pt38-C1D3","GO-Pt38-C1D7","GO-Pt38-C2D1","GO-Pt38-C3D1","GO-Pt38-Final","GO-Pt39-Baseline","GO-Pt4-Baseline","GO-Pt4-C1D1","GO-Pt4-C1D3","GO-Pt4-C2D1","GO-Pt4-C3D1","GO-Pt40-Baseline","GO-Pt40-C1D3","GO-Pt40-C1D7","GO-Pt42-Baseline","GO-Pt42-C1D1","GO-Pt42-C1D3","GO-Pt42-C1D7","GO-Pt42-C2D1","GO-Pt42-C3D1","GO-Pt42-Final","GO-Pt43-Baseline","GO-Pt43-C1D1","GO-Pt43-C1D3","GO-Pt43-C1D7","GO-Pt43-C2D1","GO-Pt43-C3D1","GO-Pt43-Final","GO-Pt44-Baseline","GO-Pt44-C1D1","GO-Pt44-C1D3","GO-Pt44-C1D7","GO-Pt44-C2D1","GO-Pt45-Baseline","GO-Pt45-C1D1","GO-Pt45-C1D3","GO-Pt45-C1D7","GO-Pt45-C2D1","GO-Pt45-C3D1","GO-Pt45-Final","GO-Pt47-Baseline","GO-Pt47-C1D1","GO-Pt47-C1D3","GO-Pt47-C1D7","GO-Pt47-C2D1","GO-Pt50-Baseline","GO-Pt50-C1D1","GO-Pt50-C1D3","GO-Pt50-C1D7","GO-Pt50-C2D1","GO-Pt50-C3D1","GO-Pt50-Final","GO-Pt51-Baseline","GO-Pt51-C1D1","GO-Pt51-C1D3","GO-Pt51-C1D7","GO-Pt51-C2D1","GO-Pt51-C3D1","GO-Pt51-Final","GO-Pt52-Baseline","GO-Pt52-C1D1","GO-Pt52-C1D3","GO-Pt52-C1D7","GO-Pt52-C2D1","GO-Pt52-C3D1","GO-Pt52-Final","GO-Pt53-Baseline","GO-Pt53-C1D1","GO-Pt53-C1D3","GO-Pt53-C1D7","GO-Pt53-C2D1","GO-Pt54-Baseline","GO-Pt54-C1D1","GO-Pt54-C1D3","GO-Pt54-C1D7","GO-Pt54-C3D1","GO-Pt54-Final","GO-Pt6-C1D1","GO-Pt6-C1D3","GO-Pt6-C1D7","GO-Pt6-C2D1","GO-Pt6-C3D1","GO-Pt7-Baseline","GO-Pt7-C1D1","GO-Pt7-C1D3","GO-Pt7-C1D7","GO-Pt7-C2D1","GO-Pt9b-Baseline","GO-Pt9b-C1D1","GO-Pt9b-C1D3","GO-Pt9b-C2D1","GO-Pt9b-C3D1","GO-Pt9c-C1D3"
"d__Archaea;  p__Euryarchaeota;  c__Methanobacteria;  o__Methanobacteriales;  f__Methanobacteriaceae;  g__Methanobrevibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,1123,4043,767,499,1721,15,52,0,428,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,312,2392,132,736,864,381,164,53,61,139,129,61,365,0,0,0,0,0,15,561,907,522,282,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,21,1000,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,521,354,126,198,19,17,36,5,0,0,0,0,0,0,0,0,191,338,982,384,817,560,541,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,223,340,201,41,155
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_ventriosum_group",0,0,72,6,0,0,0,346,148,973,791,0,0,0,0,0,0,245,173,102,134,183,157,46,274,96,227,91,63,34,0,0,0,0,71,34,171,26,14,0,0,0,0,0,0,0,14,30,72,89,9,101,0,0,0,0,0,27,276,87,135,72,144,0,0,0,0,27,23,0,0,0,89,41,26,71,129,213,0,93,0,10,0,55,89,48,58,44,28,18,51,46,55,30,108,31,63,18,41,100,24,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,53,104,105,93,82,240,0,188,302,124,42,172,49,665,30,0,0,0,0,0,0,0,131,53,166,280,87,353,32,0,31,33,154,36,0,0,0,0,0,0,0,0,0,0,0,0,31,102,44,10,128,82,41,291,144,67,164,15,74,0,219,106,106,27,279,47,12,0,0,0,0,9,49,25,6,0,101,25,130,335,536,148,419,0,0,0,0,0,402,632,506,16,147,137
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_xylanophilum_group",0,0,0,0,0,0,0,0,0,0,0,384,274,147,482,497,0,590,1308,464,319,452,317,79,242,566,156,161,67,47,14,0,0,0,42,258,47,278,0,0,0,0,0,0,0,0,22,8,16,22,5,0,0,0,0,0,0,31,1964,108,365,120,149,0,0,0,0,19,18,38,0,0,333,27,28,23,136,95,0,7,10,59,50,60,37,30,0,0,0,0,0,8,184,151,198,0,14,162,155,307,53,357,139,230,26,0,91,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,34,13,35,0,0,0,0,0,509,176,14,143,487,119,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,121,201,135,39,399,222,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,627,280,150,20,0,0,0,0,0,18,408,63,383,238,46,0,0,0,0,0,88,92,54,138,140,54
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_gauvreauii_group",0,0,0,0,0,0,0,0,0,0,0,1915,1287,2187,4820,705,3438,10,11,0,0,8,11,603,1537,898,1406,487,79,0,0,0,0,8,737,1289,1195,1562,199,0,0,0,0,0,74,56,505,664,646,1227,173,0,0,0,0,0,0,0,51,10,0,4,8,0,0,0,0,0,0,0,0,13,256,186,46,194,301,263,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,164,150,264,299,110,100,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,132,37,41,74,30,0,0,359,73,2475,425,823,24,211,72,925,252,319,769,534,325,629,534,607,531,695,146,313,48,0,31,23,83,126,302,149,368,229,146,392,475,0,0,0,0,0,31,89,181,98,166,300,336,1506,1649,1560,1183,825,1002,2740,1022,1162,2267,289,556,308,389,310,516,188,431,43,3151,609,564,1787,1080,332,539,638,514,300,454,56,74,105,35,0,8,38,16,38,115,209
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_gnavus_group",21,21,365,758,92,0,89,77,361,492,397,48,78,206,171,140,0,0,0,0,48,16,60,95,261,258,297,95,6,0,24,0,0,0,0,0,0,0,0,1422,420,260,1265,249,505,974,44,61,105,248,57,181,270,0,68,16,2092,126,7342,968,927,736,815,1542,1324,1672,21062,63,100,63,328,8,11,0,0,0,13,13,25,816,0,0,0,0,0,0,85,37,20,608,131,68,0,0,714,0,0,0,0,0,0,0,17,13,18,260,0,24,1290,2721,1934,737,138,2665,2218,690,0,0,0,186,5079,5197,9469,303,244,102,126,186,171,316,0,145,84,16,85,345,0,0,0,0,0,0,0,9,0,0,23,61,18,55,167,200,675,13,0,0,9,0,0,0,0,0,0,11,37,9169,2815,3219,3028,10537,0,0,0,0,0,0,0,164,238,582,243,112,701,613,2513,2921,2398,3308,3503,2559,537,140,678,51,69,31,185,101,376,406,36,0,0,0,0,31,0,4781,2032,157,1959,19944,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_torques_group",2218,2920,4268,581,1366,24,1240,78,101,62,230,261,247,400,454,282,0,1372,2180,856,941,2254,1158,968,325,164,479,74,52,455,1730,494,983,628,406,665,471,611,106,59,2548,1107,22399,7368,2716,8616,705,1039,2107,1569,367,0,0,0,0,0,0,77,3649,492,956,956,563,0,0,0,0,477,558,711,446,2243,254,298,48,132,155,78,259,238,91,834,607,653,473,420,574,309,528,623,1768,413,274,92,1076,432,291,728,358,178,140,772,64,98,48,0,19,217,184,1225,902,743,453,0,0,0,0,0,0,0,0,0,0,66,188,138,107,138,104,274,0,1582,3140,2560,1598,1412,260,2172,316,159,89,205,263,70,65,367,1435,919,945,1389,461,2568,3086,723,1168,729,352,197,766,273,598,386,427,1065,957,24,43,29,0,0,105,363,475,495,758,402,663,338,369,344,332,49,509,13,0,0,5,0,0,0,0,253,577,403,1440,113,450,1507,607,513,727,416,251,81,335,545,787,4729,2828,2304,9661,2655,108,312,296,110,179,360
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Agathobacter",0,0,0,0,0,0,0,7844,9246,6295,8258,4436,7482,9282,14222,12405,6473,4946,5411,2017,3928,2932,2355,122,380,202,1083,918,75,4177,12,27,24,188,1987,997,4841,3666,979,0,0,0,0,0,0,0,0,0,215,0,0,2018,2674,33,524,0,0,812,16653,5165,6761,2928,7362,9410,15242,4163,3880,600,66,1015,512,49,3168,1378,883,1328,1888,4169,128,620,89,455,321,59,291,219,2988,733,165,373,427,285,2592,1583,1565,1722,1971,1401,116,529,216,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,3437,4741,5356,3382,4686,4204,0,2198,2769,2131,2707,2781,684,1005,179,1187,1737,4111,1359,1027,253,2853,180,172,64,253,59,277,514,0,56,43,15,281,4675,1695,813,1480,2129,3473,1644,0,0,0,0,0,1228,1399,1165,347,565,1186,1443,303,459,523,199,184,704,123,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,564,346,366,170,190,0,0,0,0,0,614,401,454,650,2454,2398
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Anaerosporobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,253,39,26,36,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,119,196,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Anaerostignum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,9,4,0,11,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,6,19,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Anaerostipes",48,36,753,1161,7562,393,703,100,150,122,66,2474,2128,2034,2533,2733,5268,3371,4863,1855,1555,2232,1638,2285,2612,2221,1803,1273,568,55,27,5,5,68,1486,2159,2746,3106,703,0,74,223,301,48,133,194,1315,1633,3482,2403,1760,3451,2959,1173,1883,202,3543,794,22583,10820,5641,2389,3682,218,291,115,267,911,457,168,1130,0,1444,1708,733,1516,1236,2695,21,1241,55,534,899,371,293,280,980,679,193,124,32,1846,1142,952,2465,307,207,1011,1770,400,244,569,239,477,2392,6331,208,243,268,533,248,263,691,0,0,0,285,394,199,193,147,257,59,148,285,323,955,153,125,526,0,1172,3009,10154,805,1182,335,3609,112,1051,798,650,757,1288,1179,467,335,329,935,698,152,507,200,0,532,113,31,197,897,333,549,664,504,796,842,759,176,771,440,1126,531,968,1497,743,3872,1379,1046,1532,907,929,1463,465,931,2590,677,535,275,857,1139,1364,1490,147,126,99,290,67,3746,1251,2103,4829,1269,303,2709,930,4959,142,5757,295,453,192,1116,1249,495,655,779,620,862,945
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia",3195,2549,3994,14033,3552,384,877,9614,13815,12184,8029,10307,7792,9292,13745,9760,34125,7769,14294,5441,4608,6496,4830,4903,14691,9553,13372,5742,2091,2053,197,25,0,526,7806,9554,6398,10529,1736,140,8134,6187,22132,17081,8526,6773,6551,8124,8120,13872,5628,8830,10178,11543,8355,1980,13535,1234,37069,15679,10043,11565,12160,1116,629,1099,25807,6782,4641,3068,3755,504,3590,3771,1266,3214,3892,4885,441,4458,300,1366,2242,1748,1388,938,3347,1523,3736,1329,1366,1535,1773,1242,4100,1289,1163,4775,3437,2121,1221,2585,1853,4463,7711,3589,1089,3066,4010,4386,768,748,2712,8110,6339,3852,2067,2681,1839,1593,3630,9417,15093,1158,2312,1973,3581,3045,1649,5251,0,14417,23919,16228,16354,10370,997,2002,494,3545,2781,3236,3378,2678,2245,2349,3733,2630,4616,6873,1497,3865,6254,143,1554,479,554,2751,3507,1160,2712,1649,1443,2835,2359,4196,3934,7434,6648,6994,1498,2807,3111,1908,5825,2925,2739,4089,2574,4024,3936,1848,3619,3339,6792,6052,4895,9238,3801,4082,13473,5578,13074,7073,24804,4210,10113,4808,4015,5012,3301,914,9513,5674,11306,3761,6605,4095,6301,12384,24379,13107,2006,2134,3051,3029,3221,3173
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__CAG-56",0,0,0,0,0,0,0,519,1880,917,1005,0,0,0,0,0,0,1256,2419,613,528,882,434,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,1070,0,54,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,31,166,172,49,149,220,346,0,173,0,0,0,0,0,0,0,0,0,0,0,0,40,66,182,52,50,163,315,228,143,260,87,113,449,312,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,225,0,11,0,437,200,177,172,146,55,194,0,0,0,0,0,0,0,0,0,0,0,0,242,96,208,92,61,92,72,0,0,0,0,0,24,15,6,6,148,92,22,0,0,0,0,0,0,0,0,0,14,0,0,0,0,53,177,125,245,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,513,779,241,197,119
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Catenibacillus",207,170,294,186,203,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,35,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,6,3,7,5,11,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,21,19,10,18,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,94,143,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Cellulosilyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,13,50,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__CHKCI001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,4,12,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,134,76,48,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,1030,1249,605,444,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Coprococcus",0,0,0,0,0,0,0,2204,2075,3200,1615,211,201,257,296,279,298,0,0,0,0,0,0,486,1318,450,1357,1007,393,92,0,0,0,89,618,757,631,724,113,0,0,0,0,0,0,0,289,245,139,198,54,54,87,0,43,0,177,0,0,0,0,0,0,0,0,0,0,693,361,368,0,9,788,739,107,361,391,705,633,1152,164,714,801,488,494,560,235,114,113,50,137,481,397,143,820,280,947,816,972,1714,516,2880,372,1661,777,103,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,210,244,310,1101,283,844,920,321,180,314,113,196,144,188,232,176,211,252,44,140,236,104,551,142,252,214,1542,851,565,750,546,463,197,0,0,0,0,0,120,154,225,104,292,222,276,125,108,225,197,52,134,257,0,0,0,0,0,0,0,17,24,26,4407,117,1203,685,962,769,507,103,576,367,716,268,750,0,0,0,0,0,483,760,558,935,1484,284
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Dorea",0,0,0,0,0,0,0,0,1971,3863,1393,128,160,181,245,517,1420,1997,2954,838,1310,2814,1804,66,449,668,1059,652,198,281,0,0,0,13,1073,989,1160,1392,249,27,0,0,0,0,0,0,824,1513,2247,4963,1250,1219,1575,1716,1218,924,919,257,6560,1892,1633,1288,1722,0,0,0,0,0,0,0,0,0,807,1213,159,486,753,1038,200,1453,125,566,708,432,526,360,530,353,102,368,505,524,544,220,1501,767,537,1220,1835,766,521,1303,151,412,1055,1050,191,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,486,407,743,1399,562,1278,0,301,305,250,469,828,228,784,201,1295,655,878,633,1310,1037,832,738,288,534,754,306,672,856,100,231,87,104,588,2205,573,1207,595,470,1291,996,0,0,0,0,0,161,259,364,253,693,428,585,954,922,1242,923,497,1091,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,87,2118,557,3345,402,1761,0,0,0,0,0,158,173,201,110,437,355
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Eisenbergiella",252,35,313,193,183,206,49,51,0,0,0,0,0,0,0,0,0,14,62,15,19,69,39,1086,56,24,99,41,7,58,234,92,169,266,0,0,0,0,0,0,173,345,151,55,22,19,0,0,0,101,30,0,0,0,0,0,0,16,470,52,119,78,58,120,91,15,0,52,99,20,0,215,0,0,0,0,0,0,35,13,0,0,7,6,9,0,24,0,98,31,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,0,0,0,158,87,108,740,163,554,253,16,22,17,6,29,0,0,0,45,236,43,564,16,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,11,0,0,0,38,59,61,30,0,0,0,50,54,49,19,0,6,0,49,14,0,0,7,11,9,14,24,0,0,18,265,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Epulopiscium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,100,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,100,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Frisingicoccus",1021,935,914,30,1129,438,142,0,0,0,0,5,15,11,18,0,0,204,453,99,143,255,103,303,148,95,124,56,0,1266,2496,965,689,1115,0,0,0,0,0,0,0,0,0,0,0,0,113,148,74,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,34,9,0,34,5,0,0,0,0,0,0,0,8,24,22,41,0,7,0,0,0,0,0,37,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,9,23,12,0,0,0,64,319,7,122,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,178,119,45,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,29,23,30,22,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Fusicatenibacter",0,0,0,0,0,0,0,8384,10439,9189,6122,3371,2408,2149,5606,1662,4814,6069,8083,3551,4778,4125,3100,426,6546,3641,3810,1973,452,118,0,0,0,14,2488,1777,2488,1755,427,0,0,0,0,0,0,812,154,413,555,1776,122,2470,1963,1448,518,0,1765,806,19154,3825,4319,2293,3991,6274,6357,885,2401,31,24,0,0,0,552,294,153,518,617,1343,192,1729,44,258,423,360,622,208,2185,798,23,362,171,151,874,609,684,376,298,1795,1848,834,189,526,377,1050,1539,3739,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,1825,1668,1972,2288,1017,1246,0,903,314,2530,1889,1435,220,873,388,604,244,196,527,377,332,679,297,487,404,543,135,252,142,0,209,69,146,377,1012,404,617,624,251,564,422,0,0,0,0,0,328,414,447,196,680,541,1008,2353,1914,1422,1705,942,1159,2294,0,0,0,0,0,0,0,2801,4191,3139,4972,158,2282,1042,3710,1671,1760,239,6461,1664,5697,1701,3109,0,0,17,21,0,190,235,176,129,891,447
